segment,stimulus_id,respondent_idx,sample_idx,P1,P2,P3,P4,P5,E
molodye_mamy_posle_rodov,rtb2,3,1,0.194430,0.341563,0.234989,0.226905,0.002113,2.500708
molodye_mamy_posle_rodov,rtb2,3,2,0.130252,0.321976,0.251017,0.294406,0.002348,2.716622
molodye_mamy_posle_rodov,rtb2,4,1,0.050713,0.287881,0.254361,0.375918,0.031127,3.048864
molodye_mamy_posle_rodov,rtb2,4,2,0.062916,0.294685,0.229405,0.387183,0.025812,3.018290
molodye_mamy_posle_rodov,rtb2,5,1,0.030653,0.220942,0.247717,0.430100,0.070587,3.289026
molodye_mamy_posle_rodov,rtb2,5,2,0.035839,0.196575,0.297071,0.403774,0.066741,3.269005
molodye_mamy_posle_rodov,rtb2,6,1,0.231535,0.414451,0.192238,0.158583,0.003193,2.287449
molodye_mamy_posle_rodov,rtb2,6,2,0.218419,0.399210,0.204207,0.154610,0.023554,2.365670
molodye_mamy_posle_rodov,rtb2,7,1,0.121404,0.370797,0.217495,0.279938,0.010366,2.687064
molodye_mamy_posle_rodov,rtb2,7,2,0.184024,0.388661,0.202878,0.222557,0.001881,2.469611
molodye_mamy_posle_rodov,rtb2,8,1,0.242174,0.426681,0.145725,0.174786,0.010635,2.285027
molodye_mamy_posle_rodov,rtb2,8,2,0.222392,0.439763,0.160958,0.174366,0.002522,2.294864
molodye_mamy_posle_rodov,rtb2,9,1,0.146712,0.292025,0.255397,0.302289,0.003578,2.723996
molodye_mamy_posle_rodov,rtb2,9,2,0.184099,0.345874,0.218810,0.248569,0.002648,2.539791
molodye_mamy_posle_rodov,rtb2,10,1,0.088998,0.331887,0.219165,0.326742,0.033207,2.883274
molodye_mamy_posle_rodov,rtb2,10,2,0.041273,0.190813,0.303579,0.382107,0.082228,3.273203
molodye_mamy_posle_rodov,rtb3,1,1,0.202973,0.215769,0.054207,0.132339,0.394712,3.300047
molodye_mamy_posle_rodov,rtb3,1,2,0.217876,0.298359,0.063167,0.095079,0.325518,3.012003
molodye_mamy_posle_rodov,rtb3,2,1,0.227236,0.334836,0.205969,0.183699,0.048260,2.490911
molodye_mamy_posle_rodov,rtb3,2,2,0.239519,0.219591,0.150866,0.167486,0.222538,2.913933
molodye_mamy_posle_rodov,rtb3,3,1,0.003480,0.237673,0.258439,0.428076,0.072332,3.328107
molodye_mamy_posle_rodov,rtb3,3,2,0.057954,0.252070,0.254706,0.404362,0.030908,3.098200
molodye_mamy_posle_rodov,rtb3,4,1,0.041721,0.317296,0.109520,0.206873,0.324590,3.455315
molodye_mamy_posle_rodov,rtb3,4,2,0.045389,0.230235,0.111223,0.189357,0.423796,3.715937
molodye_mamy_posle_rodov,rtb3,5,1,0.004923,0.258155,0.210227,0.315754,0.210941,3.469635
molodye_mamy_posle_rodov,rtb3,5,2,0.079331,0.193198,0.077685,0.221188,0.428599,3.726525
molodye_mamy_posle_rodov,rtb3,6,1,0.118476,0.134609,0.058249,0.229960,0.458706,3.775811
molodye_mamy_posle_rodov,rtb3,6,2,0.119212,0.154538,0.067260,0.255073,0.403917,3.669944
molodye_mamy_posle_rodov,rtb3,7,1,0.046668,0.262384,0.164145,0.403090,0.123713,3.294797
molodye_mamy_posle_rodov,rtb3,7,2,0.054863,0.273980,0.176601,0.292919,0.201637,3.312488
molodye_mamy_posle_rodov,rtb3,8,1,0.119904,0.256960,0.003229,0.185046,0.434861,3.558001
molodye_mamy_posle_rodov,rtb3,8,2,0.117693,0.206588,0.122938,0.166750,0.386032,3.496838
molodye_mamy_posle_rodov,rtb3,9,1,0.153088,0.262287,0.202624,0.193787,0.188215,3.001755
molodye_mamy_posle_rodov,rtb3,9,2,0.125247,0.245208,0.158847,0.255981,0.214717,3.189714
molodye_mamy_posle_rodov,rtb3,10,1,0.159078,0.215384,0.051611,0.133665,0.440263,3.480651
molodye_mamy_posle_rodov,rtb3,10,2,0.126386,0.213656,0.033324,0.159115,0.467519,3.627725
molodye_mamy_posle_rodov,rtb4,1,1,0.031855,0.125413,0.117599,0.365377,0.359755,3.895764
molodye_mamy_posle_rodov,rtb4,1,2,0.067491,0.202177,0.209296,0.355539,0.165497,3.349374
molodye_mamy_posle_rodov,rtb4,2,1,0.055049,0.308209,0.048036,0.353404,0.235302,3.405701
molodye_mamy_posle_rodov,rtb4,2,2,0.077247,0.310906,0.161833,0.332664,0.117351,3.101967
molodye_mamy_posle_rodov,rtb4,3,1,0.077424,0.168599,0.072779,0.347552,0.333647,3.691398
molodye_mamy_posle_rodov,rtb4,3,2,0.084075,0.208812,0.142248,0.212317,0.352547,3.540448
molodye_mamy_posle_rodov,rtb4,4,1,0.024916,0.199670,0.228078,0.502357,0.044979,3.342813
molodye_mamy_posle_rodov,rtb4,4,2,0.019278,0.157266,0.192018,0.412195,0.219243,3.654861
molodye_mamy_posle_rodov,rtb4,5,1,0.005218,0.258671,0.244375,0.348515,0.143222,3.365853
molodye_mamy_posle_rodov,rtb4,5,2,0.017248,0.186747,0.164823,0.307386,0.323796,3.733734
molodye_mamy_posle_rodov,rtb4,6,1,0.057926,0.178891,0.320520,0.420754,0.021909,3.169830
molodye_mamy_posle_rodov,rtb4,6,2,0.161076,0.264638,0.280099,0.291640,0.002547,2.709944
molodye_mamy_posle_rodov,rtb4,7,1,0.007455,0.193896,0.181798,0.487707,0.129144,3.537188
molodye_mamy_posle_rodov,rtb4,7,2,0.145660,0.221546,0.223385,0.289698,0.119710,3.016253
molodye_mamy_posle_rodov,rtb4,8,1,0.103032,0.295498,0.036880,0.348807,0.215783,3.278812
molodye_mamy_posle_rodov,rtb4,8,2,0.104628,0.302995,0.174642,0.351565,0.066170,2.971654
molodye_mamy_posle_rodov,rtb4,9,1,0.148672,0.245077,0.192289,0.236986,0.176976,3.048518
molodye_mamy_posle_rodov,rtb4,9,2,0.142758,0.278846,0.061382,0.088072,0.428942,3.381593
molodye_mamy_posle_rodov,rtb4,10,1,0.039217,0.207243,0.279481,0.445828,0.028231,3.216612
molodye_mamy_posle_rodov,rtb4,10,2,0.067635,0.203281,0.320372,0.396381,0.012331,3.082489
muzhchiny_rannee_poredenie,rtb1,1,1,0.183658,0.432075,0.067338,0.268208,0.048720,2.566257
muzhchiny_rannee_poredenie,rtb1,1,2,0.128323,0.342244,0.061728,0.379924,0.087781,2.956598
muzhchiny_rannee_poredenie,rtb1,2,1,0.205433,0.324620,0.183436,0.267348,0.019163,2.570190
muzhchiny_rannee_poredenie,rtb1,2,2,0.297603,0.390931,0.152442,0.150458,0.008566,2.181452
muzhchiny_rannee_poredenie,rtb1,3,1,0.214308,0.373061,0.211484,0.198379,0.002768,2.402237
muzhchiny_rannee_poredenie,rtb1,3,2,0.255770,0.413237,0.133780,0.179550,0.017664,2.290100
muzhchiny_rannee_poredenie,rtb1,4,1,0.077427,0.281360,0.225405,0.371981,0.043827,3.023422
muzhchiny_rannee_poredenie,rtb1,4,2,0.355382,0.398189,0.113475,0.109155,0.023800,2.047802
muzhchiny_rannee_poredenie,rtb1,5,1,0.345216,0.404997,0.147588,0.100051,0.002148,2.008917
muzhchiny_rannee_poredenie,rtb1,5,2,0.283262,0.379028,0.225282,0.107599,0.004829,2.171706
muzhchiny_rannee_poredenie,rtb1,6,1,0.202022,0.349348,0.179135,0.266258,0.003237,2.519339
muzhchiny_rannee_poredenie,rtb1,6,2,0.218006,0.357003,0.072530,0.321549,0.030912,2.590359
muzhchiny_rannee_poredenie,rtb1,7,1,0.315061,0.419409,0.070843,0.156909,0.037779,2.182938
muzhchiny_rannee_poredenie,rtb1,7,2,0.106987,0.350170,0.023886,0.364909,0.154048,3.108861
muzhchiny_rannee_poredenie,rtb1,8,1,0.122088,0.233988,0.190940,0.347262,0.105722,3.080542
muzhchiny_rannee_poredenie,rtb1,8,2,0.075869,0.208191,0.198575,0.352025,0.165339,3.322773
muzhchiny_rannee_poredenie,rtb1,9,1,0.106253,0.321927,0.198174,0.359843,0.013803,2.853016
muzhchiny_rannee_poredenie,rtb1,9,2,0.116962,0.366573,0.257658,0.255801,0.003007,2.661320
muzhchiny_rannee_poredenie,rtb1,10,1,0.100186,0.298066,0.275105,0.319726,0.006917,2.835122
muzhchiny_rannee_poredenie,rtb1,10,2,0.085454,0.278022,0.252495,0.349735,0.034293,2.969391
muzhchiny_rannee_poredenie,rtb2,1,1,0.030399,0.164188,0.201302,0.515869,0.088241,3.467365
muzhchiny_rannee_poredenie,rtb2,1,2,0.021135,0.188971,0.206645,0.500900,0.082349,3.434356
muzhchiny_rannee_poredenie,rtb2,2,1,0.129665,0.232735,0.084684,0.377495,0.175422,3.236276
muzhchiny_rannee_poredenie,rtb2,2,2,0.218052,0.329945,0.029296,0.305779,0.116928,2.773586
muzhchiny_rannee_poredenie,rtb2,3,1,0.023893,0.281283,0.158069,0.490201,0.046553,3.254237
muzhchiny_rannee_poredenie,rtb2,3,2,0.008576,0.206540,0.113773,0.354043,0.317068,3.764488
muzhchiny_rannee_poredenie,rtb2,4,1,0.049204,0.235091,0.104327,0.465753,0.145624,3.423501
muzhchiny_rannee_poredenie,rtb2,4,2,0.090869,0.316478,0.044402,0.368263,0.179989,3.230024
muzhchiny_rannee_poredenie,rtb2,5,1,0.111616,0.371340,0.034873,0.313929,0.168241,3.055839
muzhchiny_rannee_poredenie,rtb2,5,2,0.207493,0.349141,0.194818,0.245859,0.002689,2.487111
muzhchiny_rannee_poredenie,rtb2,6,1,0.029203,0.259779,0.300067,0.406089,0.004862,3.097627
muzhchiny_rannee_poredenie,rtb2,6,2,0.046504,0.325440,0.221343,0.374102,0.032612,3.020879
muzhchiny_rannee_poredenie,rtb2,7,1,0.062366,0.221657,0.163305,0.471044,0.081628,3.287912
muzhchiny_rannee_poredenie,rtb2,7,2,0.170001,0.352022,0.162986,0.310499,0.004492,2.627460
muzhchiny_rannee_poredenie,rtb2,8,1,0.176492,0.322739,0.231604,0.264519,0.004646,2.598088
muzhchiny_rannee_poredenie,rtb2,8,2,0.229242,0.351396,0.219050,0.197608,0.002703,2.393133
muzhchiny_rannee_poredenie,rtb2,9,1,0.052649,0.280273,0.234032,0.429579,0.003466,3.050938
muzhchiny_rannee_poredenie,rtb2,9,2,0.225493,0.299374,0.100845,0.195057,0.179231,2.803160
muzhchiny_rannee_poredenie,rtb2,10,1,0.034262,0.202921,0.255462,0.420723,0.086632,3.322541
muzhchiny_rannee_poredenie,rtb2,10,2,0.170735,0.376196,0.168055,0.272875,0.012138,2.579484
muzhchiny_rannee_poredenie,rtb3,1,1,0.331861,0.222942,0.114831,0.090261,0.240105,2.683807
muzhchiny_rannee_poredenie,rtb3,1,2,0.332138,0.236538,0.103613,0.045943,0.281769,2.708666
muzhchiny_rannee_poredenie,rtb3,2,1,0.215404,0.224041,0.147655,0.146127,0.266773,3.024826
muzhchiny_rannee_poredenie,rtb3,2,2,0.241668,0.167450,0.207188,0.005445,0.378249,3.111158
muzhchiny_rannee_poredenie,rtb3,3,1,0.150620,0.381894,0.120123,0.181795,0.165568,2.829796
muzhchiny_rannee_poredenie,rtb3,3,2,0.248928,0.370604,0.076611,0.143259,0.160598,2.595995
muzhchiny_rannee_poredenie,rtb3,4,1,0.068526,0.156426,0.215239,0.320242,0.239568,3.505900
muzhchiny_rannee_poredenie,rtb3,4,2,0.039564,0.138860,0.196186,0.459171,0.166220,3.573622
muzhchiny_rannee_poredenie,rtb3,5,1,0.118215,0.204807,0.036412,0.190301,0.450265,3.649593
muzhchiny_rannee_poredenie,rtb3,5,2,0.139212,0.175515,0.076544,0.137801,0.470929,3.625719
muzhchiny_rannee_poredenie,rtb3,6,1,0.087855,0.175178,0.098450,0.179358,0.459160,3.746791
muzhchiny_rannee_poredenie,rtb3,6,2,0.037338,0.249892,0.130655,0.378272,0.203843,3.461390
muzhchiny_rannee_poredenie,rtb3,7,1,0.068612,0.258582,0.263293,0.384921,0.024593,3.038302
muzhchiny_rannee_poredenie,rtb3,7,2,0.014551,0.241632,0.206123,0.457735,0.079958,3.346917
muzhchiny_rannee_poredenie,rtb3,8,1,0.275288,0.261800,0.144576,0.080161,0.238176,2.744136
muzhchiny_rannee_poredenie,rtb3,8,2,0.320410,0.318377,0.147623,0.180969,0.032620,2.287011
muzhchiny_rannee_poredenie,rtb3,9,1,0.199370,0.224356,0.073442,0.140036,0.362796,3.242533
muzhchiny_rannee_poredenie,rtb3,9,2,0.229530,0.221097,0.076195,0.119025,0.354153,3.147173
muzhchiny_rannee_poredenie,rtb3,10,1,0.185109,0.286250,0.076416,0.132824,0.319402,3.115161
muzhchiny_rannee_poredenie,rtb3,10,2,0.222012,0.206693,0.078478,0.107996,0.384821,3.226920
muzhchiny_rannee_poredenie,rtb4,1,1,0.073895,0.203442,0.076021,0.511807,0.134835,3.430244
muzhchiny_rannee_poredenie,rtb4,1,2,0.014186,0.186231,0.188143,0.552335,0.059106,3.455945
muzhchiny_rannee_poredenie,rtb4,2,1,0.048010,0.129399,0.135320,0.455646,0.231625,3.693477
muzhchiny_rannee_poredenie,rtb4,2,2,0.009464,0.129919,0.211997,0.446128,0.202491,3.702264
muzhchiny_rannee_poredenie,rtb4,3,1,0.016760,0.155335,0.184773,0.441458,0.201674,3.655950
muzhchiny_rannee_poredenie,rtb4,3,2,0.097410,0.243468,0.236219,0.293165,0.129739,3.114354
muzhchiny_rannee_poredenie,rtb4,4,1,0.136164,0.326032,0.247012,0.286822,0.003969,2.696399
muzhchiny_rannee_poredenie,rtb4,4,2,0.252339,0.311694,0.225947,0.193390,0.016630,2.410277
muzhchiny_rannee_poredenie,rtb4,5,1,0.071829,0.238412,0.078435,0.412188,0.199136,3.428389
muzhchiny_rannee_poredenie,rtb4,5,2,0.085393,0.225462,0.215894,0.407448,0.065803,3.142807
muzhchiny_rannee_poredenie,rtb4,6,1,0.049915,0.201178,0.209020,0.473644,0.066242,3.305121
muzhchiny_rannee_poredenie,rtb4,6,2,0.063030,0.173663,0.183501,0.407971,0.171835,3.451917
muzhchiny_rannee_poredenie,rtb4,7,1,0.220278,0.309598,0.077595,0.164520,0.228008,2.870384
muzhchiny_rannee_poredenie,rtb4,7,2,0.328335,0.318825,0.071513,0.090268,0.191059,2.496890
muzhchiny_rannee_poredenie,rtb4,8,1,0.050433,0.121359,0.046358,0.411695,0.370156,3.929782
muzhchiny_rannee_poredenie,rtb4,8,2,0.075424,0.121134,0.106359,0.386091,0.310992,3.736092
muzhchiny_rannee_poredenie,rtb4,9,1,0.047452,0.164610,0.170914,0.455770,0.161255,3.518766
muzhchiny_rannee_poredenie,rtb4,9,2,0.084517,0.189971,0.131830,0.360981,0.232700,3.467376
muzhchiny_rannee_poredenie,rtb4,10,1,0.069675,0.156409,0.039414,0.386157,0.348345,3.787089
muzhchiny_rannee_poredenie,rtb4,10,2,0.072223,0.169591,0.063408,0.374571,0.320207,3.700950
